AddressLine,StateCode,City,Zipcode,PropertyPrice,BedRooms,BathRooms,Property_Sqft,School_rating,Garage,YearBuilt,TimeOnRedfin,PropertyType,PropertyStyle,PropertyCommunity,TimeOnRedfin_Days
2841 Larkin St,CA,San-Francisco,94109,3099900.0,4.0,2.5,2630.0,9,Yes,1925,28 days,Single Family Residential,Contemporary,San Francisco,28.0
37 Saturn St,CA,San-Francisco,94114,1195000.0,2.0,1.0,1100.0,7,No,1900,10 days,Single Family Residential,Contemporary,San Francisco,10.0
159 Bonview St,CA,San-Francisco,94110,2949000.0,3.0,2.0,2390.0,4,Yes,1912,3 days,Single Family Residential,Contemporary,San Francisco,3.0
708 Long Bridge St #108,CA,San-Francisco,94158,1580000.0,2.0,2.0,1432.0,5,Yes,2016,22 hours,Condo,Contemporary,SAN FRANCISCO,0.9166666666666666
45 5th Ave,CA,San-Francisco,94118,6500000.0,6.0,3.5,4355.0,8,No,1905,8 days,Single Family Residential,Contemporary,San Francisco,8.0
115 Spruce St,CA,San-Francisco,94118,6000000.0,4.0,3.5,3865.0,8,Yes,1922,29 days,Single Family Residential,Traditional,San Francisco,29.0
140 Pennsylvania Ave #202,CA,San-Francisco,94107,1099000.0,2.0,2.0,1078.0,5,No,2017,5 days,Condo,Contemporary,San Francisco,5.0
201 Folsom St Unit 35D,CA,San-Francisco,94105,1318000.0,1.0,1.0,972.0,5,Yes,2016,6 days,Condo,Contemporary,San Francisco,6.0
2049 15th Ave,CA,San-Francisco,94116,3299950.0,4.0,4.5,2741.0,9,Yes,1939,5 days,Single Family Home,Contemporary,SAN FRANCISCO,5.0
1778 10th Ave,CA,San-Francisco,94122,1495000.0,2.0,2.0,1425.0,9,Yes,1937,3 days,Single Family Residential,Spanish,San Francisco,3.0
387 Lakeshore Dr,CA,San-Francisco,94132,1199900.0,3.0,2.0,1410.0,9,Yes,1952,12 days,Single Family Residential,Contemporary,San Francisco,12.0
199 New Montgomery St #910,CA,San-Francisco,94105,1025000.0,2.0,2.0,1162.0,5,Yes,2004,4 days,Condo,Modern/High Tech,San Francisco,4.0
3133 Folsom St Unit A,CA,San-Francisco,94110,799000.0,2.0,1.0,1023.0,4,No,1909,29 days,Condo (Tenancy in Common),Edwardian,San Francisco,29.0
2046 48th Ave,CA,San-Francisco,94116,2195000.0,3.0,2.5,2030.0,8,Yes,1945,5 days,Single Family Residential,Contemporary,San Francisco,5.0
523 Pierce St,CA,San-Francisco,94117,1675000.0,3.0,1.5,1701.0,8,Yes,1924,11 days,Condo,Marina,San Francisco,11.0
68 Harriet St #10,CA,San-Francisco,94103,760000.0,1.0,1.5,1005.0,5,Yes,2003,9 days,Condo,"Modern/High Tech, Contemporary",San Francisco,9.0
928 Diamond St,CA,San-Francisco,94114,3895000.0,5.0,4.0,3872.0,9,Yes,1900,4 days,Single Family Residential,"Contemporary, Modern/High Tech, Traditional",San Francisco,4.0
381 Duncan St,CA,San-Francisco,94131,1498000.0,5.0,4.0,2071.0,9,No,1884,29 days,Multi-Family (2-4 Unit),Victorian,San Francisco,29.0
1243 25th Ave,CA,San-Francisco,94122,1298000.0,3.0,1.5,1750.0,8,Yes,1914,4 days,Single Family Home,Traditional,SAN FRANCISCO,4.0
15 Rico Way #2,CA,San-Francisco,94123,899888.0,1.0,1.0,840.0,7,Yes,1929,13 days,Condo (Tenancy in Common),Mediterranean,SAN FRANCISCO,13.0
747 Peru Ave,CA,San-Francisco,94112,649000.0,1.0,1.0,751.0,6,No,1912,4 days,Single Family Residential,Cottage,San Francisco,4.0
149 Goethe St,CA,San-Francisco,94112,899998.0,3.0,1.0,1416.0,4,Yes,1917,13 days,Single Family Residential,"Traditional, Vintage",San Francisco,13.0
2707 Bryant St,CA,San-Francisco,94110,700000.0,2.0,1.0,3024.0,4,Yes,1923,29 hours,Condo,Contemporary,INNER MISSION,1.2083333333333333
2627 18th Ave,CA,San-Francisco,94116,1989000.0,3.0,3.0,1838.0,7,Yes,1935,4 days,Single Family Residential,Mediterranean,West Portal,4.0
1830 Golden Gate Ave,CA,San-Francisco,94115,995000.0,3.0,1.5,1235.0,8,No,1911,4 days,Condo (Tenancy in Common),Contemporary,San Francisco,4.0
252 9th St #403,CA,San-Francisco,94103,699000.0,2.0,1.0,715.0,5,No,2015,5 days,Condo,Contemporary,San Francisco,5.0
1 Steuart Ln #705,CA,San-Francisco,94105,1559000.0,1.0,1.0,863.0,5,Yes,2021,10 days,Condo,"Contemporary, Modern/High Tech",San Francisco,10.0
520 Judson Ave,CA,San-Francisco,94112,1095000.0,2.0,1.0,1060.0,8,Yes,1922,4 days,Single Family Residential,Arts &amp; Crafts,San Francisco,4.0
1222 Funston Ave,CA,San-Francisco,94122,1588000.0,2.0,1.0,750.0,8,No,1908,7 days,Single Family Residential,Contemporary,San Francisco,7.0
815 Tennessee St #202,CA,San-Francisco,94107,1088000.0,2.0,2.0,1102.0,5,Yes,2018,4 days,Condo,Contemporary,SAN FRANCISCO,4.0
182 Alpine Ter,CA,San-Francisco,94117,1795000.0,3.0,3.0,2080.0,7,No,1908,10 days,Single Family Residential,Contemporary,San Francisco,10.0
2382 30th Ave,CA,San-Francisco,94116,998000.0,2.0,1.0,1049.0,7,Yes,1955,5 days,Single Family Residential,Mid-Century,San Francisco,5.0
527 Faxon Ave,CA,San-Francisco,94112,1050000.0,2.0,2.0,1908.0,8,No,1900,8 days,Single Family Home,Contemporary,SAN FRANCISCO,8.0
2600 Green St,CA,San-Francisco,94123,8500000.0,5.0,6.0,6865.0,6,No,1916,12 days,Single Family Residential,Contemporary,San Francisco,12.0
1001 California St #3,CA,San-Francisco,94108,7700000.0,2.0,2.5,3474.0,6,No,1914,18 hours,Condo,French,San Francisco,0.75
66 Elsie St,CA,San-Francisco,94110,3898000.0,5.0,4.0,2810.0,4,Yes,1974,11 days,Single Family Residential,Modern/High Tech,San Francisco,11.0
400 Gates St,CA,San-Francisco,94110,1490000.0,2.0,2.5,1103.0,3,Yes,1907,25 hours,Single Family Residential,Contemporary,San Francisco,1.0416666666666667
2562 35th Ave,CA,San-Francisco,94116,1250000.0,3.0,2.0,1790.0,7,Yes,1939,4 days,Single Family Residential,Contemporary,San Francisco,4.0
122 Milton St,CA,San-Francisco,94112,1595000.0,3.0,2.5,1880.0,7,Yes,1915,5 days,Single Family Residential,Contemporary,San Francisco,5.0
3246 25th St,CA,San-Francisco,94110,2950000.0,7.0,4.0,4652.0,4,Yes,1891,6 days,Multi-Family (2-4 Unit),Other,San Francisco,6.0
11 Gilroy St,CA,San-Francisco,94124,949000.0,4.0,2.5,1546.0,6,Yes,1925,3 days,Single Family Residential,Traditional,San Francisco,3.0
140 Pennsylvania Ave #203,CA,San-Francisco,94107,799000.0,1.0,1.0,761.0,5,No,2017,5 days,Condo,Contemporary,San Francisco,5.0
1 Steuart Ln #309,CA,San-Francisco,94105,1041250.0,1.0,1.0,880.0,5,Yes,2021,6 days,Condo,Contemporary,SFO - San Francisco,6.0
146 11th Ave,CA,San-Francisco,94118,2995000.0,3.0,2.0,1800.0,8,Yes,1910,13 days,Single Family Residential,Traditional,San Francisco,13.0
39034 Guardino Dr #107,CA,Fremont,94538,475000.0,1.0,1.0,693.0,7,Yes,1990,4 days,Condo,Contemporary,FREMONT,4.0
1910 Barrymore Cmn Unit G,CA,Fremont,94538,599000.0,2.0,1.0,882.0,7,Yes,1981,11 days,Condo,Traditional,FREMONT,11.0
47112 Warm Springs Blvd #320,CA,Fremont,94539,720000.0,2.0,2.0,1051.0,9,Yes,1982,17 days,Condo,Contemporary,REDWOOD SQUARE,17.0
4531 Portola Dr,CA,Fremont,94536,1499666.0,3.0,2.0,1580.0,7,Yes,1953,33 days,Single Family Residential,Craftsman,CABRILLO,33.0
345 Torrano Cmn,CA,Fremont,94536,799888.0,2.0,1.0,1016.0,7,Yes,1975,3 days,Townhouse,Contemporary,NILES THE TREES,3.0
41247 Apricot Ln,CA,Fremont,94539,1999888.0,4.0,2.0,1698.0,9,Yes,1960,7 days,Single Family Residential,Contemporary,FREMONT,7.0
45378 Tom Blalock St #107,CA,Fremont,94539,1139000.0,2.0,2.5,1608.0,7,Yes,2021,110 days,Condo,Contemporary,FREMONT,110.0
2358 Velocity Cmn #310,CA,Fremont,94538,1748000.0,3.0,3.5,2600.0,8,Yes,2021,61 days,Condo,Contemporary,WARM SPRINGS,61.0
4046 Abbey Ter #113,CA,Fremont,94536,598500.0,2.0,2.0,823.0,7,No,1986,3 days,Condo,Contemporary,CENTRAL PARK,3.0
35181 Mount Whitney Ter,CA,Fremont,94536,1799000.0,4.0,3.0,2196.0,7,Yes,2000,12 days,Single Family Residential,Contemporary,NILES AREA,12.0
3698 Vision Cmn Unit 302,CA,Fremont,94538,983880.0,3.0,2.0,1495.0,7,Yes,2023,20 days,Multi-Family (2-4 Unit),Contemporary,Innovation - Chroma,20.0
45258 Tom Blalock St #206,CA,Fremont,94539,1185000.0,2.0,2.5,1786.0,7,Yes,2021,63 days,Condo,Modern/High Tech,WARM SPRINGS,63.0
39951 Fremont Blvd #124,CA,Fremont,94538,649900.0,2.0,2.0,1146.0,7,Yes,1987,25 days,Condo,Contemporary,PARK REGENCY,25.0
38623 Cherry Ln #224,CA,Fremont,94536,748000.0,3.0,2.0,1101.0,7,No,1974,11 days,Condo,Contemporary,FREMONT,11.0
3218 Winding Vista Cmn,CA,Fremont,94539,3550000.0,4.0,3.5,3442.0,9,Yes,1999,4 days,Single Family Residential,Mediterranean,PONDEROSA HTS,4.0
92 Catania Cmn,CA,Fremont,94536,1249888.0,3.0,2.5,1600.0,7,Yes,2018,5 days,Townhouse,Contemporary,FREMONT,5.0
39224 Guardino Dr #118,CA,Fremont,94538,699995.0,2.0,2.0,1077.0,7,Yes,1990,81 days,Condo,Contemporary,ADOBE HILLS,81.0
44908 Wisdom Rd #201,CA,Fremont,94538,1095929.0,3.0,2.0,1502.0,8,Yes,2023,28 days,Multi-Family (2-4 Unit),Contemporary,Innovation - Lumiere,28.0
1748 Kilowatt Way #302,CA,Fremont,94539,1585000.0,3.0,2.5,1850.0,7,Yes,2021,110 days,Condo,Contemporary,FREMONT,110.0
41622 E Belford Ter,CA,Fremont,94538,1296880.0,4.0,3.0,1569.0,9,Yes,2023,13 days,Condo,Contemporary,Not Listed,13.0
575 Ginkgo Ter,CA,Fremont,94539,1599999.0,4.0,3.5,1911.0,9,Yes,2009,11 days,Single Family Residential,Contemporary,WARM SPRINGS,11.0
33956 Horseshoe Loop,CA,Fremont,94555,1890000.0,4.0,3.0,1973.0,9,Yes,2016,5 days,Single Family Residential,Contemporary,ARDENWOOD AREA,5.0
4456 Gina St,CA,Fremont,94538,1088888.0,3.0,1.0,950.0,7,Yes,1955,11 days,Single Family Home,Contemporary,FREMONT,11.0
44819 S Grimmer Blvd #1000,CA,Fremont,94538,1250000.0,3.0,3.0,1776.0,8,Yes,2019,35 days,Single Family Home,Contemporary,FREMONT,35.0
3425 Inspiration Way #303,CA,Fremont,94538,1218733.0,3.0,2.0,1771.0,8,Yes,2023,40 days,Condo,Contemporary,WARM SPRINGS,40.0
3468 Inspiration Way #203,CA,Fremont,94538,1188180.0,2.0,2.0,1462.0,8,Yes,2023,40 days,Condo,Contemporary,WARM SPRINGS,40.0
1477 Tolteca Dr,CA,Fremont,94539,2680000.0,4.0,3.0,2898.0,9,Yes,1978,5 days,Single Family Home,Contemporary,FREMONT,5.0
307 Kauai Cir #307,CA,Fremont,94587,300000.0,2.0,2.0,1406.0,7,No,2000,5 days,Double-Wide Mobile Home,Contemporary,UNION CITY,5.0
36635 Montecito Dr,CA,Fremont,94536,1750000.0,4.0,2.0,2052.0,7,Yes,1967,4 days,Single Family Residential,Traditional,RANCHO ARROYO,4.0
37014 Dutra Way,CA,Fremont,94536,1299900.0,4.0,2.0,1796.0,7,Yes,1951,6 days,Single Family Residential,Contemporary,FREMONT,6.0
36311 San Pedro,CA,Fremont,94536,2880000.0,7.0,6.0,4800.0,7,Yes,1986,452 days,Single Family Residential,Contemporary,CABRILLO AREA,452.0
38396 Redwood Ter,CA,Fremont,94536,949990.0,2.0,2.5,1400.0,8,Yes,1986,34 days,Condo,Contemporary,PARKMONT,34.0
39993 Fremont Blvd #103,CA,Fremont,94538,495000.0,1.0,1.0,922.0,7,Yes,1987,24 days,Condo,Contemporary,FREMONT,24.0
3487 Pennsylvania Cmn,CA,Fremont,94536,695000.0,2.0,2.0,944.0,7,Yes,1981,6 days,Condo,Contemporary,FREMONT,6.0
3698 Vision Cmn Unit 315,CA,Fremont,94538,807880.0,2.0,2.0,1014.0,7,Yes,2023,28 days,Multi-Family (2-4 Unit),Contemporary,Innovation - Chroma,28.0
37748 Carriage Cir,CA,Fremont,94536,1295000.0,3.0,2.5,1546.0,7,Yes,1985,74 days,Single Family Residential,Contemporary,Fremont,74.0
5533 Azalea Way,CA,Fremont,94560,1279980.0,4.0,3.5,2026.0,6,Yes,2016,4 days,Condo (Co-op),Contemporary,NEWARK,4.0
37955 Camden St,CA,Fremont,94536,1100000.0,3.0,2.0,1530.0,8,Yes,1965,3 days,Single Family Home,Contemporary,FREMONT,3.0
3686 Gainsborough Ter,CA,Fremont,94555,849999.0,3.0,1.5,1166.0,9,No,1970,40 days,Townhouse,Contemporary,NORTH GATE,40.0
3248 Bruce Dr,CA,Fremont,94539,2899000.0,4.0,4.0,2704.0,9,Yes,1955,24 days,Single Family Residential,Contemporary,MISSION,24.0
392 Farley Cmn,CA,Fremont,94539,1875000.0,4.0,3.5,2247.0,9,Yes,2014,60 days,Single Family Residential,Contemporary,Not Listed,60.0
37336 Spruce Ter,CA,Fremont,94536,425000.0,1.0,1.0,593.0,9,No,1986,5 days,Condo,Contemporary,BAYWOOD,5.0
3841 Milton Ter,CA,Fremont,94555,640000.0,2.0,2.0,963.0,9,No,1986,4 days,Condo,Contemporary,NORTHGATE,4.0
3230 Dollinger Ct,CA,Fremont,94536,1599000.0,4.0,2.0,1676.0,8,Yes,1965,22 days,Single Family Residential,Ranch,PARKMONT VILLAGE,22.0
1259 Filton Ct,CA,Fremont,94536,1199999.0,3.0,1.0,1014.0,7,Yes,1959,166 days,Single Family Home,Contemporary,FREMONT,166.0
36171 San Pedro Dr,CA,Fremont,94536,1299000.0,3.0,2.0,1450.0,7,Yes,1956,9 days,Single Family Residential,Contemporary,CABRILLO,9.0
37823 Essanay Pl,CA,Fremont,94536,950000.0,3.0,2.5,1236.0,7,Yes,1981,5 days,Single Family Residential,Contemporary,Fremont,5.0
33193 Lake Garrison St,CA,Fremont,94555,1490000.0,4.0,2.0,1629.0,9,Yes,1969,15 days,Single Family Residential,Contemporary,FREMONT,15.0
1585 Vinehill Cir,CA,Fremont,94539,3999000.0,5.0,5.5,4791.0,9,Yes,1996,32 days,Single Family Residential,Contemporary,VINEYARD HEIGHTS,32.0
42111 Osgood Rd #412,CA,Fremont,94539,696714.0,2.0,2.0,906.0,9,Yes,2022,45 days,Condo,Contemporary,FREMONT,45.0
45967 Hidden Valley Ter,CA,Fremont,94539,3999000.0,4.0,2.5,2820.0,9,Yes,1996,55 days,Single Family Home,Spanish,FREMONT,55.0
3911 Wildflower Cmn,CA,Fremont,94538,949000.0,3.0,2.0,1300.0,9,Yes,1987,46 days,Townhouse,Contemporary,Fremont,46.0
2250 Kilowatt Way #419,CA,Fremont,94539,1940908.0,3.0,3.0,3024.0,7,Yes,2024,1 day,Condo,Contemporary,WARM SPRINGS,1.0
2250 Kilowatt Way #312,CA,Fremont,94539,1383597.0,2.0,2.0,1866.0,7,Yes,2024,67 days,Condo,Contemporary,WARM SPRINGS,67.0
3677 Integration Cmn,CA,Fremont,94538,1343535.0,3.0,3.5,1891.0,8,Yes,2023,55 days,Townhouse,Contemporary,WARM SPRINGS,55.0
3617 Integration Cmn,CA,Fremont,94538,1336535.0,3.0,3.5,1891.0,8,Yes,2023,55 days,Townhouse,Contemporary,WARM SPRINGS,55.0
5070 Cobb Ct,CA,Fremont,94538,1275000.0,3.0,2.0,1204.0,7,Yes,1962,6 days,Single Family Home,Contemporary,FREMONT,6.0
43815 Paso Pino Cmn,CA,Fremont,94539,1249000.0,3.0,2.0,1431.0,9,Yes,2011,42 days,Condo,Contemporary,MISSION DISTRICT,42.0
75 Harvey Ter,CA,Fremont,94536,1129888.0,3.0,2.5,1663.0,7,Yes,1984,57 days,Townhouse,Contemporary,NILES AREA,57.0
46950 Zapotec Dr,CA,Fremont,94539,3498000.0,4.0,3.0,4512.0,9,Yes,1986,122 days,Single Family Home,Contemporary,FREMONT,122.0
60 Wilson Way #91,CA,Fremont,95035,449900.0,3.0,2.0,1220.0,9,No,2000,158 days,Double-Wide Mobile Home,Contemporary,MILPITAS,158.0
2250 Kilowatt Way #212,CA,Fremont,94539,1617421.0,3.0,3.0,2422.0,7,Yes,2024,67 days,Condo,Contemporary,WARM SPRINGS,67.0
45128 Warm Springs Blvd #311,CA,Fremont,94539,1150000.0,3.0,2.0,1530.0,7,Yes,2020,54 days,Condo,Contemporary,WARM SPRINGS,54.0
2250 Kilowatt Way #308,CA,Fremont,94539,1249619.0,2.0,2.0,1830.0,7,Yes,2024,53 days,Condo,Contemporary,WARM SPRINGS,53.0
34116 Pavia Ter,CA,Fremont,94555,1180000.0,3.0,3.5,1387.0,9,Yes,2012,3 days,Condo,Contemporary,ARDENWOOD AREA,3.0
3698 Vision Cmn Unit 409,CA,Fremont,94538,539880.0,1.0,1.0,690.0,7,Yes,2023,17 hours,Multi-Family (2-4 Unit),Contemporary,Innovation - Chroma,0.7083333333333334
5510 Cosmos Cmn Unit C,CA,Fremont,94538,699000.0,2.0,2.0,850.0,7,Yes,1994,18 days,Townhouse,Contemporary,STEVENSON AREA,18.0
48373 Conifer,CA,Fremont,94539,1799800.0,4.0,3.5,1919.0,9,Yes,1963,10 days,Single Family Residential,Contemporary,WARM SPRINGS,10.0
37435 Church Ave,CA,Fremont,94536,789950.0,2.0,1.0,804.0,7,Yes,1948,6 days,Single Family Residential,Ranch,CENTERVILLE,6.0
285 Junipero Cmn,CA,Fremont,94536,798000.0,2.0,1.5,1140.0,7,Yes,1974,5 days,Townhouse,Contemporary,NILES AREA,5.0
34109 Susa Ter,CA,Fremont,94555,1550000.0,4.0,3.5,1969.0,9,Yes,2013,12 days,Townhouse,Contemporary,FREMONT,12.0
3468 Inspiration Way #303,CA,Fremont,94538,1122164.0,2.0,2.0,1335.0,8,Yes,2023,4 days,Condo,Contemporary,WARM SPRINGS,4.0
4120 Woodcrest Dr,CA,Fremont,94538,1399000.0,3.0,2.0,1120.0,9,Yes,1960,4 days,Single Family Home,Contemporary,FREMONT,4.0
4159 Bullard St,CA,Fremont,94538,999998.0,3.0,1.0,950.0,7,Yes,1954,114 days,Single Family Home,Contemporary,FREMONT,114.0
4050 Margery Dr,CA,Fremont,94538,1399888.0,3.0,2.0,1600.0,7,Yes,1958,11 days,Single Family Residential,Contemporary,Fremont,11.0
36778 Oak St,CA,Fremont,94536,1499888.0,3.0,2.0,1610.0,9,Yes,1961,3 days,Single Family Residential,Ranch,FAIR OAKS,3.0
5614 Hughes Pl,CA,Fremont,94538,1248900.0,3.0,2.0,1206.0,9,Yes,1966,5 days,Single Family Residential,Ranch,28 PALMS,5.0
4132 Vincente St,CA,Fremont,94536,1450000.0,3.0,2.0,1232.0,9,Yes,1967,8 days,Single Family Residential,Contemporary,Fremont,8.0
37373 Viceroy Cmn,CA,Fremont,94536,1639000.0,4.0,3.5,2191.0,7,Yes,2023,12 days,Townhouse,"Contemporary, Craftsman",Not Listed,12.0
1851 Napa Ct,CA,Fremont,94539,4288800.0,6.0,4.0,5359.0,9,Yes,1988,25 days,Single Family Home,Custom,FREMONT,25.0
3245 Internet Cmn #1002,CA,Fremont,94538,1539302.0,4.0,3.5,2313.0,8,Yes,2023,56 days,Multi-Family (2-4 Unit),Contemporary,Innovation - Aspect,56.0
38555 Overacker Ave,CA,Fremont,94536,13499900.0,4.0,2.0,2533.0,7,Yes,1873,139 days,Single Family Residential,Contemporary,CHERRY GUARDINO,139.0
39078 Guardino Dr #103,CA,Fremont,94538,459000.0,1.0,1.0,693.0,7,Yes,1990,5 days,Condo,Contemporary,ADOBE HILLS,5.0
37903 Vallejo St,CA,Fremont,94536,1150000.0,2.0,1.5,891.0,7,Yes,1981,27 days,Townhouse,Contemporary,FREMONT,27.0
42111 Osgood Rd #521,CA,Fremont,94539,796619.0,1.0,1.0,1067.0,9,Yes,2022,51 days,Condo,Contemporary,FREMONT,51.0
2250 Kilowatt Way #416,CA,Fremont,94539,2034440.0,3.0,3.0,2860.0,7,Yes,2024,2 days,Condo,Contemporary,WARM SPRINGS,2.0
5369 Keystone Dr,CA,Fremont,94536,1899950.0,3.0,2.0,1671.0,7,Yes,1956,47 days,Single Family Residential,Ranch,GLENMOOR,47.0
36720 Charles St,CA,Fremont,94560,1038000.0,3.0,2.0,1190.0,7,Yes,1954,46 days,Single Family Home,Contemporary,NEWARK,46.0
42111 Osgood Rd #427,CA,Fremont,94539,820752.0,2.0,2.0,1148.0,9,Yes,2022,83 days,Condo,Contemporary,FREMONT,83.0
3698 Vision Cmn Unit 417,CA,Fremont,94538,834880.0,2.0,2.0,1049.0,7,Yes,2023,18 hours,Multi-Family (2-4 Unit),Contemporary,Innovation - Chroma,0.75
3374 Wolcott Cmn,CA,Fremont,94538,785000.0,2.0,2.0,1280.0,7,No,1983,3 days,Townhouse,Contemporary,FREMONT,3.0
4449 Inyo Ct,CA,Fremont,94538,1550000.0,4.0,2.0,2092.0,7,Yes,1961,6 days,Single Family Residential,Contemporary,Fremont,6.0
3827 Heart Cmn,CA,Fremont,94538,975000.0,2.0,2.5,1290.0,7,Yes,2019,39 days,Condo,Modern/High Tech,LOCALE @ STATE STREET,39.0
3551 Gilman Cmn,CA,Fremont,94538,1520000.0,3.0,2.5,1935.0,7,Yes,1999,23 days,Townhouse,Contemporary,LIBERTY COMMONS,23.0
661 Monticello Ter,CA,Fremont,94539,8999000.0,7.0,8.5,14042.0,9,Yes,2004,179 days,Single Family Home,Custom,FREMONT,179.0
191 W Hunter Ln,CA,Fremont,94539,2699000.0,4.0,2.5,2539.0,9,Yes,1989,13 days,Single Family Residential,Contemporary,MISSION,13.0
420 Sequim Cmn,CA,Fremont,94539,700000.0,2.0,2.0,897.0,9,No,1985,27 days,Condo,Contemporary,Fremont,27.0
3425 Inspiration Way,CA,Fremont,94538,1133733.0,3.0,2.0,1771.0,8,Yes,2023,5 days,Condo,Contemporary,Victoria Station at Metro West,5.0
332 Grafton Ter,CA,Fremont,94539,1850000.0,4.0,3.5,2106.0,9,Yes,2014,7 days,Single Family Residential,Contemporary,WARM SPRINGS,7.0
4841 Stevenson Blvd,CA,Fremont,94538,1249999.0,3.0,2.0,1148.0,9,Yes,1959,10 days,Single Family Residential,Ranch,28 PALMS,10.0
42111 Osgood Rd #331,CA,Fremont,94539,747890.0,2.0,2.0,1067.0,9,Yes,2022,74 days,Condo,Contemporary,FREMONT,74.0
38860 Cherry Ln,CA,Fremont,94536,2748888.0,5.0,2.0,2215.0,7,Yes,1929,131 days,Single Family Residential,Craftsman,ORCHARD,131.0
42111 Osgood Rd #428,CA,Fremont,94539,1100259.0,3.0,2.0,1602.0,9,Yes,2022,51 days,Condo,Contemporary,FREMONT,51.0
2348 Kinetic Cmn #103,CA,Fremont,94539,1179000.0,2.0,2.0,1725.0,8,Yes,2020,77 days,Condo,Modern/High Tech,WARM SPRINGS,77.0
3698 Vision Cmn Unit 314,CA,Fremont,94538,594880.0,1.0,1.0,770.0,7,Yes,2023,17 hours,Multi-Family (2-4 Unit),Contemporary,Innovation - Chroma,0.7083333333333334
5305 Tacoma Cmn,CA,Fremont,94555,799000.0,2.0,2.0,1100.0,9,Yes,1989,32 days,Condo,Contemporary,ARDENWOOD FREMONT,32.0
3300 Wolcott #104,CA,Fremont,94538,649999.0,2.0,2.0,1013.0,7,No,1983,20 days,Condo,Contemporary,FREMONT,20.0
41275 Kathlean St,CA,Fremont,94538,1575000.0,3.0,2.0,1318.0,9,Yes,1960,28 hours,Single Family Residential,Craftsman,SOUTH SUNDALE,1.1666666666666667
3698 Vision Cmn Unit 204,CA,Fremont,94538,659880.0,1.0,1.0,850.0,7,Yes,2023,17 hours,Multi-Family (2-4 Unit),Contemporary,Innovation - Chroma,0.7083333333333334
969 Avila Terraza,CA,Fremont,94538,910000.0,2.0,2.0,1102.0,7,Yes,2001,13 days,Condo,Contemporary,ANDALUSIA,13.0
3685 Integration Cmn,CA,Fremont,94538,1329535.0,3.0,3.5,1891.0,8,Yes,2023,60 days,Townhouse,Contemporary,WARM SPRINGS,60.0
39993 Fremont Blvd #313,CA,Fremont,94538,714950.0,2.0,2.0,1465.0,7,Yes,1987,57 days,Condo,Contemporary,CENTRAL FREMONT,57.0
39029 Guardino Dr #217,CA,Fremont,94538,429000.0,1.0,1.0,693.0,7,Yes,1987,103 days,Condo,Contemporary,FREMONT,103.0
44164 Glendora Dr,CA,Fremont,94539,2779000.0,4.0,3.0,2254.0,9,Yes,1988,25 days,Single Family Home,Contemporary,FREMONT,25.0
44573 Japala Pl,CA,Fremont,94539,1888000.0,4.0,2.5,1617.0,9,Yes,1978,53 days,Single Family Residential,Contemporary,WEIBEL,53.0
60 Wison Way #158,CA,Fremont,95035,380000.0,3.0,2.0,1028.0,9,No,2006,10 days,Double-Wide Mobile Home,Contemporary,MILPITAS,10.0
38848 Cherry Glen Cmn,CA,Fremont,94536,899998.0,2.0,2.0,1168.0,7,Yes,1987,28 days,Condo,Contemporary,ORCHARD,28.0
4106 Coriander Ter,CA,Fremont,94538,1650000.0,4.0,3.5,2140.0,9,Yes,2009,53 days,Single Family Home,Contemporary,FREMONT,53.0
39199 Walnut Ter #26,CA,Fremont,94536,799950.0,2.0,2.0,1270.0,7,Yes,1984,10 days,Condo,Contemporary,Guardino,10.0
43177 Continental Dr,CA,Fremont,94538,1275000.0,3.0,2.0,1126.0,9,Yes,1955,10 days,Single Family Residential,Ranch,IRVINGTON AREA,10.0
45168 Tom Blalock St #106,CA,Fremont,94539,1350000.0,2.0,2.0,1925.0,7,Yes,2020,60 days,Condo,Contemporary,ACACIA,60.0
4549 Faulkner Ct,CA,Fremont,94536,1850000.0,4.0,3.5,2139.0,7,Yes,1965,6 days,Single Family Residential,Ranch,GLENMOOR,6.0
3184 Vittoria Loop,CA,Dublin,94568,1469999.0,3.0,3.0,2368.0,9,Yes,2015,26 days,Single Family Residential,Mediterranean,DUBLIN RANCH,26.0
7612 Red Hills Ct,CA,Dublin,94568,1968000.0,4.0,3.5,3604.0,9,Yes,2010,7 days,Single Family Residential,Mediterranean,SCHAEFER RANCH,7.0
3923 Meridian St,CA,Dublin,94568,1198000.0,4.0,3.5,1879.0,9,Yes,2019,11 days,Condo,Contemporary,DUBLIN,11.0
7564 Burnham Way,CA,Dublin,94568,1249000.0,4.0,2.0,1305.0,9,Yes,1964,5 days,Single Family Residential,Traditional,VILLAGE,5.0
8326 Davona,CA,Dublin,94568,1235000.0,3.0,2.0,1424.0,9,Yes,1964,16 hours,Single Family Residential,Ranch,VILLAGE,0.6666666666666666
6195 Diamond Way,CA,Dublin,94568,1715400.0,6.0,5.0,3300.0,9,Yes,2023,4 days,Single Family Residential,Contemporary,BOULEVARD,4.0
7638 Canterbury Ct,CA,Dublin,94568,1275000.0,4.0,2.0,1475.0,9,Yes,1961,7 days,Single Family Residence,Contemporary,Dublin,7.0
6026 Bullion Ct,CA,Dublin,94568,1325753.0,3.0,3.5,2106.0,9,Yes,2023,1 day,Single Family Residential,Contemporary,Boulevard - Venice,1.0
